uid,profession,pid,price,category,site_name
221,CSC,436,5.13,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,201,7195.0,Screws,Bailiegh Industrial
221,CSC,159,10795.0,Automotive Towing,Bailiegh Industrial
221,CSC,425,25.67,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,396,21.85,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,349,32.06,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,433,7.63,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,285,9695.0,Specialty Abrasives and Kits,Bailiegh Industrial
221,CSC,251,13695.0,Screws,Bailiegh Industrial
221,CSC,284,6295.0,Specialty Abrasives and Kits,Bailiegh Industrial
221,CSC,446,32.06,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,357,22.81,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,249,9895.0,Screws,Bailiegh Industrial
221,CSC,378,13.54,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,308,11.43,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
221,CSC,303,1015.83,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
222,EE,682,311.84,Rehabilitation and Durable Medical Equipment,QC Supply
222,EE,637,93.83,"Food Service Tableware, Bar, and Buffet",QC Supply
222,EE,713,179.54,Rehabilitation and Durable Medical Equipment,QC Supply
222,EE,679,434.69,Rehabilitation and Durable Medical Equipment,QC Supply
222,EE,679,434.69,Rehabilitation and Durable Medical Equipment,QC Supply
222,EE,624,3.03,Rehabilitation and Durable Medical Equipment,QC Supply
222,EE,874,43.51,Shipping Supplies,Speedy Metals
222,EE,788,73.27,Shipping Supplies,Speedy Metals
222,EE,881,36.58,Shipping Supplies,Speedy Metals
222,EE,828,74.84,Shipping Supplies,Speedy Metals
222,EE,338,14.74,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
222,EE,392,31.39,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
223,ME,1038,,Fall Protection,Tanner Bolt
223,ME,1034,,Fall Protection,Tanner Bolt
223,ME,983,,Fall Protection,Tanner Bolt
224,CSC,647,117.29,"Food Service Tableware, Bar, and Buffet",QC Supply
224,CSC,948,,Fall Protection,Tanner Bolt
224,CSC,686,80.33,Pressure Washer Accessories and Attachments,QC Supply
224,CSC,1043,,Fall Protection,Tanner Bolt
224,CSC,1007,,Fall Protection,Tanner Bolt
224,CSC,927,,Fall Protection,Tanner Bolt
224,CSC,608,85.35,Insect and Pest Control,QC Supply
224,CSC,723,98.16,Rehabilitation and Durable Medical Equipment,QC Supply
224,CSC,1025,,Fall Protection,Tanner Bolt
224,CSC,1004,,Fall Protection,Tanner Bolt
224,CSC,1028,,Fall Protection,Tanner Bolt
224,CSC,709,47.88,Rehabilitation and Durable Medical Equipment,QC Supply
225,ME,946,,Fall Protection,Tanner Bolt
225,ME,1047,,Fall Protection,Tanner Bolt
225,ME,60,81.0,Rehabilitation and Durable Medical Equipment,Automation Direct
225,ME,561,,Nonelectrical Properties Testing,dillonsupply.com
225,ME,983,,Fall Protection,Tanner Bolt
225,ME,105,122.0,Electrical Power Testing,Automation Direct
225,ME,44,15.5,Security Management and Law Enforcement,Automation Direct
225,ME,128,61.0,Rehabilitation and Durable Medical Equipment,Automation Direct
225,ME,0,306.0,Nonelectrical Properties Testing,Automation Direct
225,ME,573,,Nonelectrical Properties Testing,dillonsupply.com
225,ME,87,194.0,Rehabilitation and Durable Medical Equipment,Automation Direct
225,ME,993,,Fall Protection,Tanner Bolt
225,ME,466,,Nonelectrical Properties Testing,dillonsupply.com
225,ME,136,85.0,Electrical Power Testing,Automation Direct
225,ME,950,,Fall Protection,Tanner Bolt
225,ME,553,,Nonelectrical Properties Testing,dillonsupply.com
225,ME,912,,Fall Protection,Tanner Bolt
225,ME,1019,,Fall Protection,Tanner Bolt
225,ME,46,15.5,Security Management and Law Enforcement,Automation Direct
225,ME,535,,Nonelectrical Properties Testing,dillonsupply.com
225,ME,134,69.0,Electrical Power Testing,Automation Direct
225,ME,524,,Nonelectrical Properties Testing,dillonsupply.com
225,ME,38,11.0,Security Management and Law Enforcement,Automation Direct
225,ME,594,,Nonelectrical Properties Testing,dillonsupply.com
226,CE,934,,Fall Protection,Tanner Bolt
226,CE,937,,Fall Protection,Tanner Bolt
226,CE,1043,,Fall Protection,Tanner Bolt
226,CE,906,,Fall Protection,Tanner Bolt
226,CE,921,,Fall Protection,Tanner Bolt
226,CE,503,,Nonelectrical Properties Testing,dillonsupply.com
226,CE,54,26.0,Security Management and Law Enforcement,Automation Direct
227,EE,657,355.5,Electrical Power Testing,QC Supply
227,EE,602,47.24,Insect and Pest Control,QC Supply
227,EE,615,5.29,Insect and Pest Control,QC Supply
227,EE,47,15.5,Security Management and Law Enforcement,Automation Direct
227,EE,134,69.0,Electrical Power Testing,Automation Direct
227,EE,82,183.0,Rehabilitation and Durable Medical Equipment,Automation Direct
227,EE,537,,Nonelectrical Properties Testing,dillonsupply.com
227,EE,782,1.51,Shipping Supplies,Speedy Metals
227,EE,16,4.75,Security Management and Law Enforcement,Automation Direct
227,EE,681,160.64,Rehabilitation and Durable Medical Equipment,QC Supply
227,EE,766,1.0,Shipping Supplies,Speedy Metals
227,EE,648,26.0,Rehabilitation and Durable Medical Equipment,QC Supply
228,IE,1018,,Fall Protection,Tanner Bolt
228,IE,268,249.0,Fabrication Machinery,Bailiegh Industrial
228,IE,295,36095.0,Specialty Abrasives and Kits,Bailiegh Industrial
228,IE,1015,,Fall Protection,Tanner Bolt
228,IE,1010,,Fall Protection,Tanner Bolt
228,IE,154,4895.0,Automotive Towing,Bailiegh Industrial
228,IE,182,41595.0,Protective Packaging and Accessories,Bailiegh Industrial
228,IE,271,495.0,Fabrication Machinery,Bailiegh Industrial
228,IE,914,,Fall Protection,Tanner Bolt
228,IE,239,16895.0,Fabrication Machinery,Bailiegh Industrial
228,IE,914,,Fall Protection,Tanner Bolt
228,IE,189,5595.0,Specialty Abrasives and Kits,Bailiegh Industrial
228,IE,996,,Fall Protection,Tanner Bolt
228,IE,204,11495.0,Screws,Bailiegh Industrial
228,IE,287,7395.0,Specialty Abrasives and Kits,Bailiegh Industrial
228,IE,269,295.0,Fabrication Machinery,Bailiegh Industrial
229,CE,1030,,Fall Protection,Tanner Bolt
229,CE,992,,Fall Protection,Tanner Bolt
229,CE,580,,Nonelectrical Properties Testing,dillonsupply.com
229,CE,1028,,Fall Protection,Tanner Bolt
229,CE,1006,,Fall Protection,Tanner Bolt
229,CE,1048,,Fall Protection,Tanner Bolt
229,CE,1028,,Fall Protection,Tanner Bolt
229,CE,1002,,Fall Protection,Tanner Bolt
229,CE,479,,Nonelectrical Properties Testing,dillonsupply.com
229,CE,566,,Nonelectrical Properties Testing,dillonsupply.com
229,CE,901,,Fall Protection,Tanner Bolt
229,CE,523,,Nonelectrical Properties Testing,dillonsupply.com
229,CE,560,,Nonelectrical Properties Testing,dillonsupply.com
229,CE,485,,Nonelectrical Properties Testing,dillonsupply.com
230,ME,924,,Fall Protection,Tanner Bolt
230,ME,948,,Fall Protection,Tanner Bolt
230,ME,871,15.0,Shipping Supplies,Speedy Metals
230,ME,816,21.03,Shipping Supplies,Speedy Metals
230,ME,396,21.85,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
230,ME,862,1.14,Shipping Supplies,Speedy Metals
230,ME,948,,Fall Protection,Tanner Bolt
230,ME,872,22.28,Shipping Supplies,Speedy Metals
230,ME,317,70.79,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
230,ME,965,,Fall Protection,Tanner Bolt
230,ME,775,12.75,Shipping Supplies,Speedy Metals
230,ME,914,,Fall Protection,Tanner Bolt
230,ME,830,2.3,Shipping Supplies,Speedy Metals
230,ME,895,25.8,Shipping Supplies,Speedy Metals
230,ME,306,147.51,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
230,ME,1007,,Fall Protection,Tanner Bolt
230,ME,819,54.22,Shipping Supplies,Speedy Metals
230,ME,1021,,Fall Protection,Tanner Bolt
230,ME,978,,Fall Protection,Tanner Bolt
230,ME,777,24.91,Shipping Supplies,Speedy Metals
231,CPE,142,5.25,Rehabilitation and Durable Medical Equipment,Automation Direct
231,CPE,79,194.0,Rehabilitation and Durable Medical Equipment,Automation Direct
232,CPE,713,179.54,Rehabilitation and Durable Medical Equipment,QC Supply
232,CPE,696,5.97,Rehabilitation and Durable Medical Equipment,QC Supply
232,CPE,656,57.15,Insect and Pest Control,QC Supply
232,CPE,724,21.51,Industrial Cooling Fans,QC Supply
232,CPE,630,50.97,Tubing,QC Supply
232,CPE,622,1.14,Rehabilitation and Durable Medical Equipment,QC Supply
232,CPE,641,769.0,Rehabilitation and Durable Medical Equipment,QC Supply
232,CPE,81,183.0,Rehabilitation and Durable Medical Equipment,Automation Direct
232,CPE,38,11.0,Security Management and Law Enforcement,Automation Direct
232,CPE,612,13.11,Rehabilitation and Durable Medical Equipment,QC Supply
232,CPE,4,412.0,Nonelectrical Properties Testing,Automation Direct
232,CPE,95,50.0,Rehabilitation and Durable Medical Equipment,Automation Direct
233,EE,711,199.49,Rehabilitation and Durable Medical Equipment,QC Supply
233,EE,600,36.55,Rehabilitation and Durable Medical Equipment,QC Supply
233,EE,711,199.49,Rehabilitation and Durable Medical Equipment,QC Supply
233,EE,604,24.19,Insect and Pest Control,QC Supply
233,EE,192,4095.0,Tubing,Bailiegh Industrial
233,EE,987,,Fall Protection,Tanner Bolt
233,EE,278,2195.0,Specialty Abrasives and Kits,Bailiegh Industrial
233,EE,214,7695.0,Screws,Bailiegh Industrial
233,EE,235,4195.0,Fabrication Machinery,Bailiegh Industrial
233,EE,675,679.0,Rehabilitation and Durable Medical Equipment,QC Supply
234,IE,1022,,Fall Protection,Tanner Bolt
235,CPE,730,195.0,Emergency Preparedness,QC Supply
235,CPE,651,185.0,Rehabilitation and Durable Medical Equipment,QC Supply
235,CPE,206,995.0,Screws,Bailiegh Industrial
235,CPE,224,26595.0,Screws,Bailiegh Industrial
235,CPE,544,,Nonelectrical Properties Testing,dillonsupply.com
235,CPE,356,31.9,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
235,CPE,599,,Nonelectrical Properties Testing,dillonsupply.com
235,CPE,272,795.0,Fabrication Machinery,Bailiegh Industrial
235,CPE,499,,Nonelectrical Properties Testing,dillonsupply.com
235,CPE,692,48.81,Rehabilitation and Durable Medical Equipment,QC Supply
235,CPE,712,11.72,Rehabilitation and Durable Medical Equipment,QC Supply
235,CPE,532,,Nonelectrical Properties Testing,dillonsupply.com
235,CPE,303,1015.83,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
235,CPE,427,32.6,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
236,CE,839,24.08,Shipping Supplies,Speedy Metals
236,CE,801,15.58,Shipping Supplies,Speedy Metals
236,CE,799,7.98,Shipping Supplies,Speedy Metals
236,CE,881,36.58,Shipping Supplies,Speedy Metals
236,CE,778,37.0,Shipping Supplies,Speedy Metals
236,CE,750,0.96,Shipping Supplies,Speedy Metals
236,CE,784,22.96,Shipping Supplies,Speedy Metals
236,CE,790,2.67,Shipping Supplies,Speedy Metals
236,CE,839,24.08,Shipping Supplies,Speedy Metals
236,CE,833,45.99,Shipping Supplies,Speedy Metals
236,CE,784,22.96,Shipping Supplies,Speedy Metals
236,CE,842,69.86,Shipping Supplies,Speedy Metals
236,CE,877,84.49,Shipping Supplies,Speedy Metals
236,CE,363,31.39,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
236,CE,3,353.0,Nonelectrical Properties Testing,Automation Direct
236,CE,603,13.36,Rehabilitation and Durable Medical Equipment,QC Supply
236,CE,128,61.0,Rehabilitation and Durable Medical Equipment,Automation Direct
236,CE,773,57.72,Shipping Supplies,Speedy Metals
236,CE,867,44.56,Shipping Supplies,Speedy Metals
236,CE,132,44.5,Relays and Accessories,Automation Direct
236,CE,368,49.72,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
237,EE,621,22.99,Insect and Pest Control,QC Supply
237,EE,731,13.2,Pressure Washer Accessories and Attachments,QC Supply
237,EE,665,99.99,"Food Service Tableware, Bar, and Buffet",QC Supply
237,EE,653,231.53,"Food Service Tableware, Bar, and Buffet",QC Supply
237,EE,965,,Fall Protection,Tanner Bolt
237,EE,929,,Fall Protection,Tanner Bolt
237,EE,346,28.69,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
237,EE,976,,Fall Protection,Tanner Bolt
237,EE,953,,Fall Protection,Tanner Bolt
237,EE,653,231.53,"Food Service Tableware, Bar, and Buffet",QC Supply
237,EE,1032,,Fall Protection,Tanner Bolt
238,EE,30,9.25,Security Management and Law Enforcement,Automation Direct
238,EE,149,71.0,Electrical Power Testing,Automation Direct
238,EE,77,183.0,Rehabilitation and Durable Medical Equipment,Automation Direct
238,EE,246,2295.0,Screws,Bailiegh Industrial
238,EE,95,50.0,Rehabilitation and Durable Medical Equipment,Automation Direct
238,EE,13,4.75,Security Management and Law Enforcement,Automation Direct
238,EE,264,45695.0,Screws,Bailiegh Industrial
238,EE,176,10695.0,Protective Packaging and Accessories,Bailiegh Industrial
238,EE,120,35.0,Rehabilitation and Durable Medical Equipment,Automation Direct
238,EE,990,,Fall Protection,Tanner Bolt
238,EE,949,,Fall Protection,Tanner Bolt
238,EE,49,15.5,Security Management and Law Enforcement,Automation Direct
238,EE,190,10395.0,Specialty Abrasives and Kits,Bailiegh Industrial
238,EE,915,,Fall Protection,Tanner Bolt
238,EE,70,132.0,Rehabilitation and Durable Medical Equipment,Automation Direct
238,EE,20,7.25,Security Management and Law Enforcement,Automation Direct
238,EE,267,195.0,Fabrication Machinery,Bailiegh Industrial
238,EE,1008,,Fall Protection,Tanner Bolt
238,EE,59,69.0,Rehabilitation and Durable Medical Equipment,Automation Direct
239,CPE,67,132.0,Rehabilitation and Durable Medical Equipment,Automation Direct
239,CPE,90,46.0,Rehabilitation and Durable Medical Equipment,Automation Direct
239,CPE,272,795.0,Fabrication Machinery,Bailiegh Industrial
239,CPE,104,91.0,Electrical Power Testing,Automation Direct
239,CPE,243,24895.0,Fabrication Machinery,Bailiegh Industrial
239,CPE,285,9695.0,Specialty Abrasives and Kits,Bailiegh Industrial
239,CPE,60,81.0,Rehabilitation and Durable Medical Equipment,Automation Direct
239,CPE,275,595.0,Specialty Abrasives and Kits,Bailiegh Industrial
240,ME,811,37.49,Shipping Supplies,Speedy Metals
240,ME,794,79.09,Shipping Supplies,Speedy Metals
240,ME,833,45.99,Shipping Supplies,Speedy Metals
240,ME,27,9.25,Security Management and Law Enforcement,Automation Direct
240,ME,389,26.71,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
240,ME,813,55.13,Shipping Supplies,Speedy Metals
240,ME,840,35.78,Shipping Supplies,Speedy Metals
240,ME,22,7.25,Security Management and Law Enforcement,Automation Direct
240,ME,371,49.72,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
240,ME,997,,Fall Protection,Tanner Bolt
240,ME,1044,,Fall Protection,Tanner Bolt
241,CPE,734,11.15,Rehabilitation and Durable Medical Equipment,QC Supply
241,CPE,610,37.73,Emergency Preparedness,QC Supply
241,CPE,683,915.59,Rehabilitation and Durable Medical Equipment,QC Supply
241,CPE,608,85.35,Insect and Pest Control,QC Supply
241,CPE,959,,Fall Protection,Tanner Bolt
241,CPE,176,10695.0,Protective Packaging and Accessories,Bailiegh Industrial
241,CPE,1013,,Fall Protection,Tanner Bolt
241,CPE,290,15795.0,Specialty Abrasives and Kits,Bailiegh Industrial
241,CPE,301,679.63,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
242,CPE,592,,Nonelectrical Properties Testing,dillonsupply.com
242,CPE,549,,Nonelectrical Properties Testing,dillonsupply.com
242,CPE,278,2195.0,Specialty Abrasives and Kits,Bailiegh Industrial
242,CPE,321,13.7,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
242,CPE,404,28.69,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
242,CPE,297,3295.0,Specialty Abrasives and Kits,Bailiegh Industrial
242,CPE,403,30.71,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
242,CPE,662,10.8,Insect and Pest Control,QC Supply
242,CPE,164,8995.0,Specialty Abrasives and Kits,Bailiegh Industrial
242,CPE,737,61.41,Rehabilitation and Durable Medical Equipment,QC Supply
242,CPE,436,5.13,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
242,CPE,415,30.04,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
242,CPE,179,21995.0,Protective Packaging and Accessories,Bailiegh Industrial
242,CPE,252,14695.0,Screws,Bailiegh Industrial
242,CPE,743,18.6,Pressure Washer Accessories and Attachments,QC Supply
243,CE,751,9.8,Shipping Supplies,Speedy Metals
243,CE,822,1.54,Shipping Supplies,Speedy Metals
243,CE,983,,Fall Protection,Tanner Bolt
243,CE,844,114.18,Shipping Supplies,Speedy Metals
243,CE,666,298.78,Rehabilitation and Durable Medical Equipment,QC Supply
244,ME,26,7.25,Security Management and Law Enforcement,Automation Direct
244,ME,91,36.0,Rehabilitation and Durable Medical Equipment,Automation Direct
244,ME,133,69.0,Electrical Power Testing,Automation Direct
244,ME,111,40.0,Electrical Power Testing,Automation Direct
245,CPE,280,3595.0,Specialty Abrasives and Kits,Bailiegh Industrial
245,CPE,864,17.28,Shipping Supplies,Speedy Metals
245,CPE,820,67.11,Shipping Supplies,Speedy Metals
245,CPE,538,,Nonelectrical Properties Testing,dillonsupply.com
245,CPE,586,,Nonelectrical Properties Testing,dillonsupply.com
245,CPE,249,9895.0,Screws,Bailiegh Industrial
245,CPE,489,,Nonelectrical Properties Testing,dillonsupply.com
245,CPE,558,,Nonelectrical Properties Testing,dillonsupply.com
245,CPE,847,7.03,Shipping Supplies,Speedy Metals
245,CPE,575,,Nonelectrical Properties Testing,dillonsupply.com
245,CPE,887,23.04,Shipping Supplies,Speedy Metals
245,CPE,201,7195.0,Screws,Bailiegh Industrial
245,CPE,237,13695.0,Fabrication Machinery,Bailiegh Industrial
245,CPE,517,,Nonelectrical Properties Testing,dillonsupply.com
245,CPE,203,9495.0,Screws,Bailiegh Industrial
245,CPE,826,45.79,Shipping Supplies,Speedy Metals
245,CPE,243,24895.0,Fabrication Machinery,Bailiegh Industrial
245,CPE,866,33.75,Shipping Supplies,Speedy Metals
245,CPE,567,,Nonelectrical Properties Testing,dillonsupply.com
245,CPE,210,2595.0,Screws,Bailiegh Industrial
245,CPE,222,21495.0,Screws,Bailiegh Industrial
246,IE,916,,Fall Protection,Tanner Bolt
246,IE,964,,Fall Protection,Tanner Bolt
246,IE,936,,Fall Protection,Tanner Bolt
246,IE,917,,Fall Protection,Tanner Bolt
246,IE,548,,Nonelectrical Properties Testing,dillonsupply.com
246,IE,899,98.84,Shipping Supplies,Speedy Metals
246,IE,512,,Nonelectrical Properties Testing,dillonsupply.com
246,IE,1033,,Fall Protection,Tanner Bolt
246,IE,914,,Fall Protection,Tanner Bolt
246,IE,916,,Fall Protection,Tanner Bolt
246,IE,784,22.96,Shipping Supplies,Speedy Metals
246,IE,80,194.0,Rehabilitation and Durable Medical Equipment,Automation Direct
246,IE,802,23.15,Shipping Supplies,Speedy Metals
246,IE,904,,Fall Protection,Tanner Bolt
246,IE,35,11.0,Security Management and Law Enforcement,Automation Direct
246,IE,975,,Fall Protection,Tanner Bolt
246,IE,117,12.5,Rehabilitation and Durable Medical Equipment,Automation Direct
246,IE,905,,Fall Protection,Tanner Bolt
246,IE,587,,Nonelectrical Properties Testing,dillonsupply.com
246,IE,1004,,Fall Protection,Tanner Bolt
246,IE,883,71.74,Shipping Supplies,Speedy Metals
246,IE,1009,,Fall Protection,Tanner Bolt
246,IE,59,69.0,Rehabilitation and Durable Medical Equipment,Automation Direct
246,IE,763,32.2,Shipping Supplies,Speedy Metals
246,IE,551,,Nonelectrical Properties Testing,dillonsupply.com
247,CE,909,,Fall Protection,Tanner Bolt
247,CE,914,,Fall Protection,Tanner Bolt
247,CE,1013,,Fall Protection,Tanner Bolt
247,CE,991,,Fall Protection,Tanner Bolt
247,CE,612,13.11,Rehabilitation and Durable Medical Equipment,QC Supply
248,EE,601,17.31,Insect and Pest Control,QC Supply
248,EE,629,110.99,Abrasive Brushes and Wheel Kits,QC Supply
248,EE,675,679.0,Rehabilitation and Durable Medical Equipment,QC Supply
248,EE,707,3.66,Rehabilitation and Durable Medical Equipment,QC Supply
248,EE,691,314.99,Rehabilitation and Durable Medical Equipment,QC Supply
248,EE,283,4695.0,Specialty Abrasives and Kits,Bailiegh Industrial
248,EE,258,24395.0,Screws,Bailiegh Industrial
248,EE,159,10795.0,Automotive Towing,Bailiegh Industrial
248,EE,205,795.0,Screws,Bailiegh Industrial
248,EE,614,18.17,Lab Equipment,QC Supply
248,EE,643,185.0,Rehabilitation and Durable Medical Equipment,QC Supply
248,EE,255,20995.0,Screws,Bailiegh Industrial
248,EE,652,37.49,Rehabilitation and Durable Medical Equipment,QC Supply
248,EE,161,21795.0,Automotive Towing,Bailiegh Industrial
248,EE,703,40.39,Industrial Cooling Fans,QC Supply
248,EE,671,149.34,"Food Service Tableware, Bar, and Buffet",QC Supply
248,EE,618,4.19,Flashlights,QC Supply
248,EE,212,2795.0,Screws,Bailiegh Industrial
249,ME,901,,Fall Protection,Tanner Bolt
250,ME,814,1.38,Shipping Supplies,Speedy Metals
250,ME,810,28.39,Shipping Supplies,Speedy Metals
250,ME,811,37.49,Shipping Supplies,Speedy Metals
250,ME,850,20.39,Shipping Supplies,Speedy Metals
250,ME,759,8.41,Shipping Supplies,Speedy Metals
251,CPE,115,7.25,Rehabilitation and Durable Medical Equipment,Automation Direct
251,CPE,122,56.0,Rehabilitation and Durable Medical Equipment,Automation Direct
251,CPE,1010,,Fall Protection,Tanner Bolt
251,CPE,952,,Fall Protection,Tanner Bolt
251,CPE,968,,Fall Protection,Tanner Bolt
251,CPE,11,4.75,Security Management and Law Enforcement,Automation Direct
251,CPE,115,7.25,Rehabilitation and Durable Medical Equipment,Automation Direct
251,CPE,1022,,Fall Protection,Tanner Bolt
251,CPE,138,108.0,Electrical Power Testing,Automation Direct
251,CPE,18,4.75,Security Management and Law Enforcement,Automation Direct
251,CPE,5,474.0,Nonelectrical Properties Testing,Automation Direct
251,CPE,993,,Fall Protection,Tanner Bolt
252,ME,1015,,Fall Protection,Tanner Bolt
253,ME,954,,Fall Protection,Tanner Bolt
253,ME,924,,Fall Protection,Tanner Bolt
253,ME,57,26.0,Security Management and Law Enforcement,Automation Direct
253,ME,516,,Nonelectrical Properties Testing,dillonsupply.com
253,ME,580,,Nonelectrical Properties Testing,dillonsupply.com
253,ME,1005,,Fall Protection,Tanner Bolt
253,ME,560,,Nonelectrical Properties Testing,dillonsupply.com
253,ME,148,132.0,Rehabilitation and Durable Medical Equipment,Automation Direct
253,ME,118,173.0,Rehabilitation and Durable Medical Equipment,Automation Direct
253,ME,44,15.5,Security Management and Law Enforcement,Automation Direct
253,ME,490,,Nonelectrical Properties Testing,dillonsupply.com
253,ME,143,261.0,Rehabilitation and Durable Medical Equipment,Automation Direct
253,ME,119,295.0,Rehabilitation and Durable Medical Equipment,Automation Direct
253,ME,987,,Fall Protection,Tanner Bolt
253,ME,462,,Nonelectrical Properties Testing,dillonsupply.com
253,ME,87,194.0,Rehabilitation and Durable Medical Equipment,Automation Direct
253,ME,526,,Nonelectrical Properties Testing,dillonsupply.com
253,ME,951,,Fall Protection,Tanner Bolt
253,ME,948,,Fall Protection,Tanner Bolt
253,ME,588,,Nonelectrical Properties Testing,dillonsupply.com
253,ME,80,194.0,Rehabilitation and Durable Medical Equipment,Automation Direct
254,EE,0,306.0,Nonelectrical Properties Testing,Automation Direct
254,EE,63,101.0,Rehabilitation and Durable Medical Equipment,Automation Direct
254,EE,112,80.0,Electrical Power Testing,Automation Direct
254,EE,756,46.46,Shipping Supplies,Speedy Metals
254,EE,399,19.42,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
254,EE,832,34.99,Shipping Supplies,Speedy Metals
254,EE,358,20.3,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
254,EE,850,20.39,Shipping Supplies,Speedy Metals
254,EE,879,18.73,Shipping Supplies,Speedy Metals
254,EE,856,11.26,Shipping Supplies,Speedy Metals
254,EE,118,173.0,Rehabilitation and Durable Medical Equipment,Automation Direct
254,EE,367,20.3,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
255,ME,823,15.78,Shipping Supplies,Speedy Metals
255,ME,799,7.98,Shipping Supplies,Speedy Metals
255,ME,798,0.78,Shipping Supplies,Speedy Metals
255,ME,895,25.8,Shipping Supplies,Speedy Metals
255,ME,783,15.45,Shipping Supplies,Speedy Metals
255,ME,890,66.86,Shipping Supplies,Speedy Metals
255,ME,874,43.51,Shipping Supplies,Speedy Metals
255,ME,230,195.0,Fabrication Machinery,Bailiegh Industrial
256,CE,902,,Fall Protection,Tanner Bolt
256,CE,1000,,Fall Protection,Tanner Bolt
256,CE,942,,Fall Protection,Tanner Bolt
256,CE,1024,,Fall Protection,Tanner Bolt
256,CE,953,,Fall Protection,Tanner Bolt
256,CE,276,795.0,Specialty Abrasives and Kits,Bailiegh Industrial
256,CE,186,53195.0,Protective Packaging and Accessories,Bailiegh Industrial
256,CE,944,,Fall Protection,Tanner Bolt
256,CE,203,9495.0,Screws,Bailiegh Industrial
256,CE,344,32.06,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
256,CE,165,44895.0,Specialty Abrasives and Kits,Bailiegh Industrial
256,CE,295,36095.0,Specialty Abrasives and Kits,Bailiegh Industrial
256,CE,344,32.06,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
256,CE,380,14.22,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
256,CE,952,,Fall Protection,Tanner Bolt
256,CE,911,,Fall Protection,Tanner Bolt
257,CPE,715,32.01,Industrial Cooling Fans,QC Supply
257,CPE,721,418.94,Rehabilitation and Durable Medical Equipment,QC Supply
257,CPE,629,110.99,Abrasive Brushes and Wheel Kits,QC Supply
257,CPE,612,13.11,Rehabilitation and Durable Medical Equipment,QC Supply
257,CPE,665,99.99,"Food Service Tableware, Bar, and Buffet",QC Supply
257,CPE,1020,,Fall Protection,Tanner Bolt
257,CPE,733,58.79,Rehabilitation and Durable Medical Equipment,QC Supply
257,CPE,439,7.92,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
257,CPE,334,23.11,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
257,CPE,772,48.58,Shipping Supplies,Speedy Metals
257,CPE,954,,Fall Protection,Tanner Bolt
257,CPE,971,,Fall Protection,Tanner Bolt
257,CPE,797,153.57,Shipping Supplies,Speedy Metals
257,CPE,770,29.73,Shipping Supplies,Speedy Metals
257,CPE,1024,,Fall Protection,Tanner Bolt
257,CPE,1003,,Fall Protection,Tanner Bolt
257,CPE,728,46.19,Rehabilitation and Durable Medical Equipment,QC Supply
257,CPE,644,429.99,Rehabilitation and Durable Medical Equipment,QC Supply
257,CPE,1012,,Fall Protection,Tanner Bolt
257,CPE,707,3.66,Rehabilitation and Durable Medical Equipment,QC Supply
257,CPE,791,27.26,Shipping Supplies,Speedy Metals
257,CPE,856,11.26,Shipping Supplies,Speedy Metals
257,CPE,976,,Fall Protection,Tanner Bolt
257,CPE,307,77.98,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
257,CPE,373,8.73,Rehabilitation and Durable Medical Equipment,Blackhawk Industrial
258,ME,768,15.22,Shipping Supplies,Speedy Metals
258,ME,754,28.43,Shipping Supplies,Speedy Metals
