,item_description,price,category,site_name
187,CNC Roll Bender R-CNC80,63095.00,Metalworking|Tube & Pipe Benders|Roll Benders|CNC Roll Benders,Bailiegh Industrial
188,CNC Roll Bender R-CNC120,91895.00,Metalworking|Tube & Pipe Benders|Roll Benders|CNC Roll Benders,Bailiegh Industrial
189,MB4X2-10 Mandrel Table for MB-4X2 (10'),5595.00,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Mandrel Bender Tooling and Accessories,Bailiegh Industrial
190,MB4X2-20 Mandrel Table for MB-4X2 (20'),10395.00,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Mandrel Bender Tooling and Accessories,Bailiegh Industrial
191,10' Rotary Positioning Table for RDB-250 (IDX-10-250-M),4095.00,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Tube Bending Accessories,Bailiegh Industrial
192,10' Rotary Positioning Table for RDB-325 (IDX-10-325-M),4095.00,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Tube Bending Accessories,Bailiegh Industrial
193,10' Rotary Positioning Table for RDB-350 (IDX-10-350-M),4095.00,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Tube Bending Accessories,Bailiegh Industrial
194,Digital Upgrade for 10' Index Tables (IDX-Digital Upgrade),1750.00,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Tube Bending Accessories,Bailiegh Industrial
195,Straight Hand Brake - HBR-4820,795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
196,Hand Brake HBR-7222,995.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
197,Sheet Metal Brake HB-4816E,1295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
198,Sheet Metal Brake HB-4816,1695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
199,Sheet Metal Brake HB-9616,5895.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
200,Sheet Metal Leaf Brake HB-9612,6695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
201,Straight Brake HB-12016,7195.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
202,Straight Sheet Metal Brake HB-12014,7695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
203,Hand Brake HB-14418,9495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
204,Sheet Metal Bender HB-15722,11495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
205,Metal Bending Box Brake BB-2416E,795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
206,Finger Brake BB-3616E,995.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
207,Sheet Metal Brake BB-4816E,1395.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
208,Heavy Duty Box and Pan Brake BB-4816 ,1895.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
209,Sheet Metal Finger Brake BB-4012F,2295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
210,Finger Brake BB-5014F,2595.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
211,Box Brake BB-4814,2795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
212,Reversible Finger Brake BB-5016F-DS,2795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
213,Finger Brake BB-4812,6095.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
214,Manually Operated Box and Pan (Finger) Brake BB-7212,7695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
215,Box and Pan Brake BB-9612,8795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
216,Box and Pan Brake BB-12016,9595.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
217,Sheet Metal Brake BB-12014,10295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
218,Box and Pan Brake BB-14418,12395.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
219,Finger Brake BB-15722,14195.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
220,Hydraulic Box and Pan Finger Brake BB-4810H,19195.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
221,Hydraulic Box and Pan Brake BB-9612H,19295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
222,Sheet Metal Brake BB-12014H,21495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
223,Hydraulic Box and Pan Brake BB-7210H,22495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
224,Heavy Duty Hydraulic Box and Pan (Finger) Brake BB-9610H,26595.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
225,Hydraulic Sheet Metal Brake BB-12010H,29295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
226,Hydraulic Box and Pan Brake BB-12010H-NC,60795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
227,Magnetic Sheet Metal Brake BB-4816M,2795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Magnetic Sheet Metal Brakes",Bailiegh Industrial
228,Magnetic Box and Pan Brake BB-7216M,6695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Magnetic Sheet Metal Brakes",Bailiegh Industrial
229,Magnetic Sheet Metal Brake BB-9616M,8495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Magnetic Sheet Metal Brakes",Bailiegh Industrial
230,Manual Slip Roll SR-1220M,195.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
231,Manual Slip Roll Machine SR-2420M,795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
232,Manual Slip Roller SR-3622M,995.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
233,Slip Roll Machine SR-5016M,2195.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
234,Powered Slip Roll SR-5016E,3295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
235,Baileigh Slip Roll SR-5016,4195.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
236,Plate Roll PR-413,11795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
237,Plate Roller PR-514,13695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
238,Plate Roll PR-409,15695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
239,Plate Roller PR-510,16895.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
240,Plate Roll PR-403,18095.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
241,Plate Roll PR-613,18595.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
242,Plate Roll PR-609,23095.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
243,Plate Roll PR-503,24895.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
244,Four Roll Plate Roll PR-603-4,46195.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Four Roll Plate Rolls",Bailiegh Industrial
245,Hydraulic Plate Roll PR-1003-4,69995.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Four Roll Plate Rolls",Bailiegh Industrial
246,Foot Stomp Shear SF-5216E,2295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Foot Sheet Metal Shears",Bailiegh Industrial
247,Foot Shear SF-5216,3695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Foot Sheet Metal Shears",Bailiegh Industrial
248,Hydraulic Medium Duty Shear SH-5214,8295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
249,Hydraulic Metal Shear SH-6014,9895.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
250,Sheet Metal Shear SH-5210,12595.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
251,Compact Hydraulic Shear SH-8014,13695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
252,Compact Metal Shear SH-6010,14695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
253,Compact Shear SH-8010,17595.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
254,Sheet Metal Shear SH-12014,20895.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
255,Heavy Duty Hydraulic Sheet Metal Shear SH-5210-HD,20995.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
256,"Hydraulic Metal Shear, SH-10010",21495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
257,Hydraulic Metal Shear SH-5208-HD,23495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
258,Sheet Metal Shear SH-12010,24395.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
259,Heavy Duty Hydraulic Sheet Metal Shear SH-8010-HD,25395.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
260,Hydraulic Sheet Metal Shear SH-5203-HD,26895.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
261,Heavy Duty Hydraulic Metal Shear SH-8008-HD,27795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
262,Heavy Duty Metal Cutting Shear SH-5203-HD-NC,35995.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
263,Heavy Duty Hydraulic Shear SH-70250-HD,35995.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
264,Plate Shear SH-120250-HD,45695.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
265,Sheet Metal Shear SH-12003-HD,52995.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
266,Three Phase Heavy Duty Hydraulic Shear SH-120500-HD,61595.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
267,Bench Mounted Multi-Purpose Manual Sheet Metal Shear MPS-8G,195.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
268,Multi-Purpose Manual Shear MPS-12,249.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
269,Multi-Purpose Throatless Sheet Metal Shear MPS-3,295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
270,Throatless Shear MPS-1,295.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
271,MPS-2 Throatless Shear,495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
272,MPS-5 Throatless Shear,795.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
273,Sheet Metal Air Shear SH-5216A,5495.00,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Pneumatic Sheet Metal Shears",Bailiegh Industrial
274,Abrasive Chop Saw AS-350M,1995.00,Metalworking|Saws|Abrasive Cut-Off Saws,Bailiegh Industrial
275,Portable Metal Cutting Band Saw - BS-127P,595.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
276,Portable Metal Cutting Band Saw BS-128M,795.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
277,Metal Cutting Band Saw BS-712M,1695.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
278,Horizontal and Vertical Band Saw BS-712MS,2195.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
279,Horizontal Bandsaw BS-210M,2595.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
280,Mitering Band Saw BS-250M,3595.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
281,Horizontal Band Saw BS-916M,3645.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
282,Horizontal Band Saw BS-300M,4395.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
283,Gear Driven Band Saw BS-260M,4695.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
284,Dual Miter Band Saw BS-350M,6295.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
285,Metal Cutting Bandsaw BS-330M,9695.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
286,Dual Mitering Band Saw BS-20M-DM,12195.00,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
287,Semi-Auto Bandsaw BS-260SA,7395.00,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
288,Gear Driven Dual Miter Band Saw BS-350SA,8395.00,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
289,Semi-Automatic Band Saw BS-330SA,13995.00,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
290,Band Saw BS-20SA-DM,15795.00,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
291,Horizontal Band Saw BS-360SA,17895.00,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
292,Semi-Automatic Dual Mitering Horizontal Band Saw  BS-24SA-DM,21095.00,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
293,Horizontal Band Saw BS-700SA,65995.00,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
294,Semi-Automatic Band Saw BS-800SA,86595.00,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
295,Automatic Bandsaw BS-20A,36095.00,Metalworking|Saws|Band Saws|Automatic Band Saws,Bailiegh Industrial
296,Band Saw BS-24A,46495.00,Metalworking|Saws|Band Saws|Automatic Band Saws,Bailiegh Industrial
297,Vertical Band Saw BSV-12,3295.00,Metalworking|Saws|Band Saws|Vertical Band Saws,Bailiegh Industrial
298,Vertical Bandsaw BSV-16,6095.00,Metalworking|Saws|Band Saws|Vertical Band Saws,Bailiegh Industrial
299,Vertical Band Saw - BSV-20VS,6595.00,Metalworking|Saws|Band Saws|Vertical Band Saws,Bailiegh Industrial
300,"3M 85731 Wood Machine Kit, 5 Pieces",$768.01,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
301,"3M 85732 Wood Machine Kit, 5 Pieces",$679.63,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
302,"3M 85733 Wood Machine Kit, 5 Pieces",$880.63,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
303,"3M 85734 Wood Machine Kit, 5 Pieces","$1,015.83",Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
304,"3M 85735 Belt Machine Kit, 5 Pieces",$797.00,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
305,"3M 85736 Belt Machine Kit, 5 Pieces",$914.18,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
306,"3M 85737 Belt Machine Kit, 5 Pieces",$147.51,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
307,"Weiler® 89033 Drive Arbor, 1-3/4 in L, Steel",$77.98,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
308,"3M 051144-45081 Collet Wheel Adapter, 1/4-20",$11.43,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
309,Weiler® 89029 Miniature Drive Arbor,$24.16,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
310,"3M 45038 NO 3 Threaded Wheel Adaptor Kit, 5/8-11 EXT x 5/8-11 INT",$79.02,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
311,"3M 051144-45032 Flange Adapter, 7/8 in ID x 1 in OD, NO 3 Adapted Hole, Sheet Metal",$5.22,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
312,"3M 051144-45033 Flange Adapter, 3/4 in ID x 1 in OD, NO 3 Adapted Hole, Sheet Metal",$5.22,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
313,Dynabrade® 56238 Pad Adapter,$37.46,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
314,"Dynabrade® 51152 Disc Adapter, 3/8-24 to 5/8-11",$8.35,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
315,"Perfect-It 05752 Heavy Duty Quick Connect Adapter, 5/8-11",$37.84,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
316,"3M 27628 Bristle Disc Flange Adapter, 1 in ID x 2 in OD, 6 in L",$6.14,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
317,"3M 28419 Threaded Wheel Adaptor Kit, 1/2-20 EXT x 5/8-11 INT",$70.79,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
318,"3M 28719 Threaded Wheel Adaptor Kit, 5/8-11 INT",$48.78,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
319,"3M 048011-16859 Flange Adapter, 1/2 in ID x 1 in OD, 1 in Adapted Hole, Sheet Metal",$5.42,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
320,"3M 048011-16860 Flange Adapter, 1/2 in ID x 1 in OD, 1 in Adapted Hole, Sheet Metal",$6.19,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
321,"3M 048011-22970 Disc Holder Adapter, 5/8-11 EXT - 3/8-24 INT",$13.70,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
322,"3M 048011-22971 Disc Holder Adapter, 5/8-11 EXT - M10x1.25 INT",$12.89,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
323,"3M 048011-22972 Disc Holder Adapter, 5/8-11 EXT - M10x1.5 INT",$13.70,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
324,"3M 051144-45034 Flange Adapter, 5/8 in ID x 1 in OD, NO 3 Adapted Hole, Sheet Metal",$5.22,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
325,"3M 051144-45035 Flange Adapter, 1/2 in ID x 1 in OD, NO 3 Adapted Hole, Sheet Metal",$5.22,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
326,"Weiler® 07771P Arbor Adapter, 5/8-11 to M10x1.25",$6.05,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
327,"Weiler® 07772P Arbor Adapter, 5/8-11 to M10x1.5",$5.90,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
328,"Weiler® 56494 Adapting Nut, 5-8/11",$23.11,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
329,Trim-Kut® 56485 Adapting Nut,$25.33,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
330,"Trim-Kut® 59326 Disc Adapter, 3/8-24",$2.95,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
331,Trim-Kut® 59327 Disc Adapter,$1.30,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
332,"Weiler® 95202 Burrite Tube Brush Holder, 3-1/8 in L, Steel",$8.84,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
333,"Weiler® 95203 Burrite Tube Brush Holder, 3-3/8 in L, Steel",$8.41,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
334,"Weiler® 56484 Adapting Nut, 3/8-24",$23.11,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
335,"Vortec Pro® 36052 Threaded Arbor Adapter, 5/8-11 to M10x1.25",$3.91,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
336,"Vortec Pro® 36053 Threaded Arbor Adapter, 5/8-11 to M10x1.5",$3.94,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
337,"Vortec Pro® 36054 Threaded Arbor Adapter, 5/8-11 to 3/8-24",$3.94,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
338,Burr-Rx® 89024 Miniature Drive Arbor,$14.74,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
339,Burr-Rx® 89023 Miniature Drive Arbor,$14.74,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
340,"Roloc 051144-45092 Regular Disc Backup Pad, 3 in Dia",$22.81,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
341,"Roloc 051144-45095 Regular Disc Backup Pad, 2 in Dia",$18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
342,"Roloc 051144-45096 Regular Disc Backup Pad, 2 in Dia",$18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
343,"Roloc 051144-45099 Regular Disc Backup Pad, 1-1/2 in Dia, 1/4-20 INT",$17.55,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
344,"Dynabrade® 56087 Non-Vacuum Backing Pad, 3 in Dia, 5/16-24 Male, Hook Attachment",$32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
345,"Roloc 051144-45101 Regular Disc Backup Pad, 1 in Dia",$14.11,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
346,"Dynabrade® 56106 Non-Vacuum Backing Pad, 5 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",$28.69,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
347,"Roloc 051144-14211 Disc Backup Pad, 2 in Dia",$18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
348,"3M 81732 Ribbed Retainer Nut Disc Pad Face Plate, 5 in Dia",$20.30,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
349,"Dynabrade® 56107 Non-Vacuum Backing Pad, 6 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",$32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
350,"Stikit 051131-05545 Regular Disc Backup Pad, 5 in Dia",$24.53,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
351,"3M 80516 Ribbed Retainer Nut Disc Pad Face Plate, 7 in Dia",$27.90,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
352,"3M 02140 Hard Density Quick-Change Backing Pad, 4-1/2 in Dia, 5/8-11 INT",$11.11,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
353,"Dynabrade® 56090 Non-Vacuum Backing Pad, 3 in Dia, 5/16-24 Male, Hook Attachment",$35.44,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
354,"Dynabrade® 50606 Non-Vacuum Disc Backing Pad, 6 in Dia, 5/16-24 Male, Hook Attachment, Rubber",$30.71,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
