uid,pid,item_description,price,category,site_name
94,64,"CLICK Standard PLC, 24 VDC required, serial ports, Discrete Input: 8-point, DC, Discrete Output: 6-point, relay.",112.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
94,925,"#11 x 3-7/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
94,716,"52"" Cone Kit for 52"" Fiberglass DURAFAN®",212.09,"Commercial & Industrial|Fans, Ventilation & Controls|Exhaust Fans",QC Supply
95,558,DC CUTOFF WHEEL 7X1/4X7/8 NRTN MTL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
95,957,"#8 x 1-1/4"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
96,837,"3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 72""",132.66,"Alloy|Flat|Cold Finished|3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
96,196,Hand Brake HBR-7222,995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
96,171,Manual Roll Bender R-M10E,2595.0,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
96,351,"3M 80516 Ribbed Retainer Nut Disc Pad Face Plate, 7 in Dia",27.9,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
96,446,"Dynabrade® 56103 Non-Vacuum Backing Pad, 6 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
96,328,"Weiler® 56494 Adapting Nut, 5-8/11",23.11,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
96,796,"1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed - 60""",129.25,"Alloy|Flat|Cold Finished|1/4"" {A} x 4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
96,335,"Vortec Pro® 36052 Threaded Arbor Adapter, 5/8-11 to M10x1.25",3.91,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
96,762,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",24.39,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
96,846,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - By the Inch",0.69,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
96,358,"3M 81734 Ribbed Retainer Nut Disc Pad Face Plate, 5 in Dia",20.3,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
96,203,Hand Brake HB-14418,9495.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
96,399,"Dynabrade® 50126 Disc Backing Pad, 3 in Dia, 3/8-24 Female, Hook Attachment",19.42,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
96,815,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 12""",14.15,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
96,771,"1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 48""",39.25,"Alloy|Flat|Cold Finished|1/4"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
96,373,"Dynabrade® 53976 Non-Vacuum Interface Pad, 3-1/2 in Dia, Hook Attachment",8.73,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
96,393,"Dynabrade® 50107 Self-Adhesive Disc Backing Pad, 2 in Dia, 1/4-20 Female, PSA Attachment, Vinyl",21.85,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
97,922,"#10-24 x 3/4"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
97,875,"1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 48""",57.45,"Alloy|Flat|Cold Finished|1/2"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
97,941,"1/4""-20 x 3"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Flat Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
97,627,Edstrom Hose Barb,1.3,Commercial & Industrial|Horticulture & Greenhouse|Fittings & Accessories,QC Supply
97,957,"#8 x 1-1/4"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
97,757,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 72""",55.2,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
97,610,Better Water Industries Inc. Chlorine Tablets - 5 lbs.,37.73,Commercial & Industrial|Horticulture & Greenhouse|Water Treatments,QC Supply
97,734,Casco CS Concentrate Neutral Cleaner - 1 Gal.,11.15,Commercial & Industrial|Office & Janitorial|Cleaning Tools & Supplies,QC Supply
97,725,Dosatron® PJ096 Mini-H Seal Kit,38.31,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
97,810,"3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 36""",28.39,"Alloy|Flat|Cold Finished|3/8"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
97,972,"#10 x 2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
97,667,Fly Relief™ Disposable Fly Traps,7.09,"Commercial & Industrial|Pest Control, Rodent, & Insect|Bugs & Insect Control",QC Supply
97,739,Casco CS-100 All-Purpose Cleaner & Degreaser - 1 Gal.,10.16,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
97,612,3M™ 6000 Respirator Organic Vapor Cartridges - One Pair,13.11,"Commercial & Industrial|Safety, Alarms, & Radios|Dust Masks & Respirators",QC Supply
97,686,Virkon™ S Broad Spectrum Disinfectant - 10 lbs.,80.33,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
97,942,"1/4""-20 x 3-1/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
98,887,"1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 12""",23.04,"Alloy|Flat|Cold Finished|1/2"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
98,289,Semi-Automatic Band Saw BS-330SA,13995.0,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
99,77,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sinking, Analog Output: 2-channel, current/voltage.",183.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
99,153,Tubing Bender - RDB-100,2495.0,Metalworking|Tube & Pipe Benders|Manual Rotary Draw Benders,Bailiegh Industrial
99,221,Hydraulic Box and Pan Brake BB-9612H,19295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
99,45,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, blue. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
99,83,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 4-channel, current, Discrete Output: 4-point, relay, Analog Output: 2-channel, current.",194.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
99,196,Hand Brake HBR-7222,995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Straight Sheet Metal Brakes",Bailiegh Industrial
99,167,Manual Roll Bender R-M3,195.0,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
99,212,Reversible Finger Brake BB-5016F-DS,2795.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Box & Pan Sheet Metal Brakes",Bailiegh Industrial
99,194,Digital Upgrade for 10' Index Tables (IDX-Digital Upgrade),1750.0,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Tube Bending Accessories,Bailiegh Industrial
99,104,"CLICK analog input module, 4-channel, voltage, 13-bit, input voltage signal range(s) of 0-10 VDC, external 24 VDC required.",91.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Analog I/O,Automation Direct
100,518,DC CUTOFF WHEEL 9X1/4X5/811 LL DISC,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
100,566,GRINDING WHEEL 7X1/4X5/811 LL DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
100,1046,"#10-16 x 3/4"" Drilit® Self-Drilling Screws, 5/16"" High Hex Washer Head, #1 Drilit® Point, Carbon Steel with Stalgard Coating, Made in USA",nan,"Fasteners|Screws|Self Drilling Screws|Elco Self-Drilling Screws|Standard Drilit® Self-Drilling Screws, Made in USA|Drilit® Self-Drilling Screws, Hex Washer Head, Made in USA",Tanner Bolt
100,705,Dosatron® DM11F Medicator Repair Parts,29.39,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
100,952,"#10-16 x 1-13/16"" Self-Drilling Screws with Pilot Point, Flat Head with Combo Phillips / Square Drive, #3 Point, Tanner Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
100,939,"1/4""-20 x 3"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
100,490,16729 METABO DISC 4-1/2X1/4,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
100,579,DC CUTOFF WHEEL 4.5X1/4X5/8-11 GEM MD,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
100,508,7X1/4X7/8 T27 DP CTR WHL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
100,244,Four Roll Plate Roll PR-603-4,46195.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Four Roll Plate Rolls",Bailiegh Industrial
100,604,Motomco Mole Killer Original Worm Formula - 8 Pack,24.19,"Commercial & Industrial|Pest Control, Rodent, & Insect|Mole Control",QC Supply
100,946,"1/4""-20 x 3-1/2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
100,992,"#14 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
100,461,4-1/2X1/4X7/8 NZ PLUS T27,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
100,983,"#14 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
100,157,Tube Bender -  RDB-175,7395.0,Metalworking|Tube & Pipe Benders|Hydraulic Rotary Draw Benders,Bailiegh Industrial
100,240,Plate Roll PR-403,18095.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
100,225,Hydraulic Sheet Metal Brake BB-12010H,29295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
100,523,DC CUTOFF WHEEL 9X1/4X7/8 LL DISC,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
100,702,Casco DAC-20 Disinfectant Virucide - 1 Gal.,14.49,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
100,908,"#12-14 x 1-1/2"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Undercut Flat Head with #3 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
100,935,"#12 x 3-5/8"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Flat Head, #2 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
100,959,"#8 x 1-5/8"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
100,643,Chemilizer™ HN55 Injector - 1:100,185.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
101,171,Manual Roll Bender R-M10E,2595.0,Metalworking|Tube & Pipe Benders|Roll Benders|Manual Roll Benders,Bailiegh Industrial
101,629,Heavy-Duty Brush Grubber™,110.99,Commercial & Industrial|Horticulture & Greenhouse|Brush Clearing,QC Supply
102,385,"Dynabrade® 54037 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, Locking Attachment, Vinyl",12.49,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
102,765,"1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 72""",47.36,"Alloy|Flat|Cold Finished|1/4"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
102,883,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 48""",71.74,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
102,517,GRINDING WHEEL 7X1/4X5/811 LL DISC,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
102,560,DC CUTOFF WHEEL 4.5X1/4X5/8-11 GEM MD,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
102,512,DC CUTOFF WHEEL T 27 4.5X1/8X7/8 GEM,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
102,4,"ProSense hydrostatic submersible level transmitter, 0 to 30 psig (69.2ft of water column) sensing range, 4-20 mA, stainless steel body and polyoxymethylene (POM) ported bullet nose cap, 1/2in male NPT with shielded and vented 100ft cable.",412.0,Process Control & Measurement|Level Sensors & Controllers|Submersible Level Sensors,Automation Direct
102,778,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 36""",37.0,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,423,"Dynabrade® 50828 Non-Vacuum Disc Backing Pad, 6 in Dia, 5/8-11 Female, Vinyl",33.3,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
103,437,"Dynabrade® 53974 Non-Vacuum Interface Pad, 3 in Dia, Hook Attachment",7.63,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
103,323,"3M 048011-22972 Disc Holder Adapter, 5/8-11 EXT - M10x1.5 INT",13.7,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
103,817,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 24""",27.64,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,984,"#14 x 1 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 27TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
103,394,"Dynabrade® 50109 Self-Adhesive Disc Backing Pad, 2 in Dia, 3/8-24 Female, PSA Attachment, Vinyl",23.24,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
103,322,"3M 048011-22971 Disc Holder Adapter, 5/8-11 EXT - M10x1.25 INT",12.89,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
103,1008,"TORX® Equivalent (6-Lobe) Security Kit w/One Each #10, #15, #20, #25, #27, #30 &  a 1/4"" Magnetic Storage Handle",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
103,878,"1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - By the Inch",1.83,"Alloy|Flat|Cold Finished|1/2"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,312,"3M 051144-45033 Flange Adapter, 3/4 in ID x 1 in OD, NO 3 Adapted Hole, Sheet Metal",5.22,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
103,357,"Roloc 051144-45091 Regular Disc Backup Pad, 3 in Dia",22.81,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
103,803,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 48""",30.56,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,897,"1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed - 24""",50.39,"Alloy|Flat|Cold Finished|1/2"" {A} x 3-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,438,"Dynabrade® 53987 Interface Pad, 8 Holes, 2-3/4 in Dia, Hook Attachment",7.92,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
103,933,"#12-24 x 2-1/2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
103,753,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 24""",19.14,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,836,"3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed - 60""",111.65,"Alloy|Flat|Cold Finished|3/8"" {A} x 3"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,337,"Vortec Pro® 36054 Threaded Arbor Adapter, 5/8-11 to 3/8-24",3.94,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
103,781,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 72""",71.85,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,803,"3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 48""",30.56,"Alloy|Flat|Cold Finished|3/8"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,403,"Dynabrade® 56181 Vacuum Backing Pad, 5 Holes, 5 in Dia, 5/16-24 Male, Hook Attachment",30.71,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
103,852,"1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed - 60""",33.32,"Alloy|Flat|Cold Finished|1/2"" {A} x 3/4"" {B} 4140 Cold Finished, Annealed",Speedy Metals
103,386,"Dynabrade® 54084 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, PSA Attachment, Urethane/Vinyl Face",15.61,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
104,426,"Dynabrade® Dynaline® 57460 Non-Vacuum Backing Pad With Clips and 2 Screws, 2-3/4 in Dia, PSA Attachment, Vinyl",41.62,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
105,71,"CLICK Ethernet Basic PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 8-point, DC, Discrete Output: 6-point, relay.",142.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
105,139,"Productivity1000 temperature input module, thermocouple, 4-channel, 16-bit resolution, input thermocouple type(s): J, E, K, R, S, T, B, N, C. (1) P1-10RTB screw terminal block included.",122.0,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Analog I/O,Automation Direct
105,384,"Dynabrade® 54018 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, Foam/Rubber Face",10.4,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
105,445,"Dynabrade® 56101 Vacuum Backing Pad, 6 Holes, 6 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
106,959,"#8 x 1-5/8"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
106,399,"Dynabrade® 50126 Disc Backing Pad, 3 in Dia, 3/8-24 Female, Hook Attachment",19.42,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
106,1016,"#45 X 2"""" Torx® Equivalent Security 1/4"""" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
106,336,"Vortec Pro® 36053 Threaded Arbor Adapter, 5/8-11 to M10x1.5",3.94,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
106,922,"#10-24 x 3/4"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #3 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
106,341,"Roloc 051144-45095 Regular Disc Backup Pad, 2 in Dia",18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
106,914,"1/4""-20 x 2-13/16"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws with Wings, Flat Head with #3 Phillips Drive, #5 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
106,948,"1/4""-20 x 3-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
106,937,"1/4""-20 x 2-3/4"" Torx Self-Drilling Screws with Wings - Wood to Metal Reamers, #4 Point, T27 Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
106,973,"#12 x 3/4 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
106,421,"Dynabrade® 56320 Vacuum Backing Pad, 44 Holes, 5 in Dia, 5/16-24 Male, Hook Attachment",41.51,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
106,381,"Dynabrade® 53997 Gear Driven Vacuum Disc Backing Pad, 15 Holes, 11 in Dia, 5/6-24 Male, Hook Attachment, Vinyl",176.17,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
106,426,"Dynabrade® Dynaline® 57460 Non-Vacuum Backing Pad With Clips and 2 Screws, 2-3/4 in Dia, PSA Attachment, Vinyl",41.62,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
106,1010,"#15 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
106,371,"3M 81728 Ribbed Retainer Nut Disc Pad Face Plate, 9 in Dia",49.72,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
106,445,"Dynabrade® 56101 Vacuum Backing Pad, 6 Holes, 6 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
106,436,"Dynabrade® 53973 Conversion Pad, Hook Attachment",5.13,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
107,224,Heavy Duty Hydraulic Box and Pan (Finger) Brake BB-9610H,26595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
107,857,"1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 24""",14.8,"Alloy|Flat|Cold Finished|1/2"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
108,318,"3M 28719 Threaded Wheel Adaptor Kit, 5/8-11 INT",48.78,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
108,77,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sinking, Analog Output: 2-channel, current/voltage.",183.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
108,47,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, purple. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
108,241,Plate Roll PR-613,18595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
108,422,"Dynabrade® 56321 Vacuum Backing Pad, 52 Holes, 6 in Dia, 5/16-24 Male, Hook Attachment",44.21,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
